0,start,始める
879,subsequent,続いて起こる
880,advertising,広告　宣伝
881,commercial,商業の　営利的な
882,honest,正直な　素直な
883,illegal,違法の
884,service,公共事業　奉仕　サービス
885,consequently,その結果
886,sequence,連続　順序
887,recommend,を勧める　を推薦する
888,cure,を治療する　を取り除く / 治療
889,mention,についていう 言及する
890,refer,言及する　参照する　関連がある
891,comment,論評 / 論評する
892,remark,感想　発言 / だと述べる
893,corporation,企業　株式会社　法人
894,prefer,を好む
895,pop,飛び出る　ポップな
896,degree,程度　度　学位
897,scale,規模　段階　はかり
898,dimension,寸法　次元　重要性
899,chip,薄切り　チップ
900,consumer,消費者
901,demand,要求する / 要求　需要
902,sort,種類　性質　を分類する
903,species,種
904,detail,細部　詳細
905,collect,を集める　集まる
906,gather,集まる
907,assemble,集まる　を組み立てる
908,conference,会議　協議
909,habit,習慣　癖
910,addiction,中毒　熱中
911,habitat,生息地
912,resident,住民　滞在者
913,male,男性の　雄の
914,whereas,一方で　～だけれども
915,sacred,神聖な　とても重要な
916,rather,むしろ　かなり　いくぶん
917,ideal,理想的な　観念的な / 理想
918,romantic,空想的な
919,abstract,抽象的な / 要約する
920,fit,合う / 適した　体調が良い
921,alongside,のそば　と一緒に
922,beside,のそばに
923,except,を除いて
924,above,上に　前述の
925,beyond,を超えて　～の及ばない
926,forth,前へ　外へ
927,inside,の中に　中へ　内側
928,swallow,飲み込む　ツバメ
929,pound,ポンド
930,business,商売　仕事　関係のあること
931,prize,賞　貴重なもの
932,favorite,お気に入りの
933,brush,ブラシ / ブラシをかける
934,beg,懇願する
935,shine,輝く　秀でる　照らす
936,sweep,掃除をする　殺到する
937,apply,を適用する　を向ける / 申し込む　当てはまる
938,affect,に影響する　を感動させる
939,acre,エーカー
940,yard,ヤード
941,height,高さ
942,inch,インチ
943,quarter,4分の1　地域
944,dot,点　しみ
945,angle,角度　観点
946,square,正方形 / 直角の　平方の
947,continent,大陸
948,Atlantic,大西洋の
949,Pacific,太平洋の
950,ocean,大洋
951,marine,海の
952,bay,入江　湾
953,canal,運河
954,reef,岩礁
955,tide,潮　潮流
956,flood,洪水 / を水浸しにする
957,pour,を注ぐ　土砂降りする　流れ出る
958,island,島
959,peak,最高潮　頂上
960,slope,坂　勾配
961,valley,谷
962,glacier,氷河
963,fountain,噴水　泉
964,cave,洞窟
965,horizon,地平線　範囲
966,volcano,火山
967,appropriate,適切な
968,sale,販売　売上高　特売
969,retail,小売り / を小売りする
970,sail,航行する / 帆　航海
971,career,職業　経歴
972,rubber,ゴム
973,likely,ありそうな　多分
974,knock,打つ　たたく / ノック音
975,palm,手のひら　ヤシ
976,aggressive,攻撃的な　積極的な
977,attack,攻撃　非難　発作 / 攻撃する
978,hostile,敵意のある　相反する
979,friendship,友人関係　友情
980,limit,を制限する / 制限　限界
981,confine,を制限する　を閉じ込める
982,restriction,制限
983,repeat,繰り返す
984,ability,能力　才能
985,capable,できる　有能な
986,disabled,障害のある
987,enable,可能にする
988,earn,を得る　をもたらす
989,insurance,保険
990,several,いくつかの　それぞれの　いろいろな
991,multiple,多様な　倍数の
992,record,記録　履歴　成績 / を記録する
993,document,文書　記録 / を記録する
994,register,を登録する　を記録する
995,worth,価値　の価値がある
996,deserve,に値する
997,directly,直接に
998,president,大統領　社長　会長
999,situation,立場　状況　位置
1000,delicate,壊れやすい　繊細な
1001,case,場合　実例　事件　主張
1002,substitute,代用品　代理人 / を代わりに使う
1003,movement,動き　運動　移動
1004,mobile,移動式の　動きやすい
1005,incentive,刺激　誘因　報奨金
1006,occur,起こる　浮かぶ
1007,strike,にぶつかる　の心に浮かぶ　ストライキ
1008,pattern,様式　模様　手本
1009,unknown,未知の
1010,contrary,反対の
1011,intimate,親しい　詳しい
1012,channel,経路　チャンネル　海峡
1013,trap,に閉じ込める 罠
1014,glacier,の下に
1015,construction,建設　建築物
1016,manufacture,を製造する / 製品
1017,architecture,建築　建築技術
1018,throughout,通して　至る所に
1019,rescue,救助　救済  / を救う
1020,ton,トン　大量
1021,twist,をより合わせる　を曲げる
1022,steel,鉄鋼
1023,crush,を押しつぶす　潰れる / 混雑
1024,defeat,敗北させる　失敗させる
1025,overcome,を克服する　に勝つ
1026,conquer,を征服する　を克服する
1027,yield,を産出する　屈する
1028,surrender,降伏する　譲り渡す
1029,overwhelm,を圧倒する
1030,crash,衝突する　墜落する
1031,stranger,知らない人　未経験者　不慣れな人
1032,sex,性
1033,gender,性
1034,differently,異なって
1035,otherwise,そうでなければ
1036,shortly,まもなく　手短に　少し
1037,shrink,縮む　尻込みする
1038,famine,飢饉　不足
1039,undergo,を受ける　を経験する
1040,surgery,外科　手術
1041,lower,を下げる / 下部の　下級の
1042,upper,上の　上位の
1043,pressure,圧力　重圧　切迫
1044,depress,を落胆させる
1045,recession,不況
1046,suppress,を鎮圧する　を抑える
1047,anxiety,心配　切望
1048,hide,を隠す　隠れる
1049,remind,に思い出させる
1050,bury,を埋める
1051,request,依頼 / を要請する
1052,appeal,懇願する　求める / 魅力
1053,crowd,群衆　大衆　群がる
1054,tense,緊張した　硬直した
1055,elevator,エレベーター
1056,shoulder,肩
1057,complaint,不平
1058,nowhere,どこにも～ない / 実在しない場所
1059,somewhere,どこかで　およそ
1060,elsewhere,ほかのところで
1061,jam,を詰め込む　を動かなくする　群がる
1062,subway,地下鉄
1063,anthropologist,人類学者
1064,pack,を包む　を詰める / 1箱
1065,public,公共の　民衆の / 民衆
1066,avoid,を避ける
1067,escape,逃げる　免れる / 脱出　逃避
1068,flee,逃げる　免れる / 脱出　逃避
1069,confront,に立ちはだかる　に立ち向かう
1070,emotionally,感情的に
1071,enthusiasm,熱中　熱意
1072,passion,情熱　熱中　激情
1073,obtain,を入手する
1074,acquire,を習得する　を手に入れる
1075,kick,蹴る
1076,helpful,助けになる　役に立つ
1077,youth,青年時代　若者　若さ
1078,shoot,撃つ
1079,adventure,冒険
1080,venture,冒険　思い切って～する
1081,expedition,遠征　探検者
1082,according,したがって　一致して
1083,survey,調査　概観 / を概説する
1084,board,板　委員会　会議 / に搭乗する
1085,broadcast,放送 / 放送する
1086,electronic,電子の
1087,note,に注意する　に気づく　に言及する / メモ
1088,professor,教授
1089,age,年齢　年代　老年　時代
1090,interest,興味　重要性　関心　利益 / 興味を持たせる
1091,era,時代
1092,cooperation,協力
1093,joint,間接　つなぎ目 / 共同の
1094,generate,を生み出す
1095,billion,10億
1096,indication,兆候　指示
1097,emerge,現れる　明らかになる　抜け出す
1098,design,を設計する / 設計　デザイン
1099,engage,を従事させる　婚約させる　を雇う
1100,frontier,国境　辺境
1101,border,境界　国境
1102,boundary,境界　限界
1103,transfer,を転勤させる　を移動させる　乗り換える
1104,transplant,移植する / 移動
1105,fascinate,魅了する
1106,innovative,革新的な
1107,colleague,同僚
1108,fellow,やつ　仲間
1109,enemy,敵
1110,conclude,と結論づける　を終える
1111,dedicate,を捧げる
1112,information,情報　案内
1113,warn,に警告する
1114,grade,程度　成績　学年
1115,graduate,卒業する / 卒業生　院生
1116,paragraph,段落
1117,comprehend,を理解する
1118,absorb,を吸収する　理解する　夢中にさせる
1119,grasp,をつかむ　を把握する
1120,material,原料　資料　物質
1121,discourage,を妨害する　を落胆させる
1122,disappoint,を失望させる
1123,appoint,指名する　指定する
1124,foundation,土台　基礎　設立
1125,establish,を設立する
1126,facility,施設　機能　適正
1127,chore,日常の雑事　退屈な仕事
1128,lifetime,一生
1129,visual,資格の　目に見える
1130,visible,見える
1131,vision,未来像　空想　視力
1132,insight,洞察力　見識
1133,sight,視力　見ること　視界　光景 / 名所
1134,image,印象　像画像　生き写し
1135,fancy,高価な　装飾的な / 空想 /を想像する
1136,prior,前の　優先的な
1137,former,前者　前者の
1138,latter,後者　後者の
1139,enhance,を高める　をより良くする
1140,focus,の焦点を合わせる　を集中させる / 焦点
1141,distinguish,区別する
1142,contrast,対照　相違 / を対比する
1143,track,を追う / 小道　走路
1144,trail,小道　跡 / を追跡する　を引きずる
1145,overall,全面的な　全体として
1146,trouble,困ること　問題 / を悩ませる
1147,bother,悩む　わざわざ～する
1148,phrase,句　言い回し　フレーズ
1149,proverb,ことわざ
1150,usage,語法　使用法
1151,ahead,前方へ　事前に　出世して
1152,fundamental,基本的な　必須な / 基本
1153,radical,根本的な　急進的な
1154,finance,財政　財源
1155,virtually,ほとんど　実質的には
1156,engineering,工学
1157,machanic,機械工学
1158,machinery,機械
1159,wab,ウェブ　蜘蛛の巣
1160,network,ネットワーク
1161,operate,を操作する / 動く　作用する　手術する
1162,satisfy,を満足させる
1163,fill,を満たす　を占める
1164,occupy,を占める　　を占領する
1165,requirement,要求　必要条件
1166,enjoyment,楽しみ　享受
1167,joy,喜び
1168,pleasure,楽しみ
1169,delight,を大喜びさせる
1170,pleasant,心地よい　楽しい
1171,latest,最近の
1172,advance,前進　発達　進歩させる
1173,proceed,進む　続ける　取りかかる
1174,sophisticated,洗練された　精巧な
1175,publish,を出版する　を発表する
1176,journal,雑誌　日誌
1177,translation,翻訳　移行
1178,interpret,を解釈する　を通訳する
1179,accuracy,正確な　精度
1180,random,無作為の　手当たり次第の
1181,keen,熱心の　鋭い　激しい
1182,crazy,正気でない　夢中である
1183,intense,強烈な　激しい
1184,affair,事態　用事　事件　問題
1185,deliver,を配達する　を伝える　を行う
1186,distribute,を分配する
1187,literature,文学　文献
1188,literacy,知識能力
1189,literal,文字通りの
1190,post,郵便　地位 / を投函する
1191,block,塊　区画 / を妨害する
1192,digital,デジタルの
1193,display,展示　表現 / を展示する
1194,exhibit,を展示する　を示す / 展示
1195,freeze,凍る　動かなくなる
1196,flash,閃光　ひらめき / 光る
1197,imply,を意味する　を暗示する
1198,inevitably,必然的に
1199,intellectual,知的な / 知識人
1200,brilliant,優れた　才能あふれる
1201,intelligent,知能の高い　知性ある
1202,sharp,よく切れる　急激な　利口な
1203,smart,頭の良い　洗練された
1204,wise,賢い
1205,wisdom,知恵
1206,clever,利口な　器用な　抜け目ない
1207,urge,を説得する　を主張する / 衝動
1208,impulse,衝動　刺激
1209,pronounce,を発音する　を宣言する
1210,dialect,方言
1211,grammar,文法
1212,talent,才能ある人
1213,faculty,能力　才能　学部
1214,genius,天才　才能
1215,eager,熱望して　熱心な
1216,imitate,をまねる
1217,stare,じっと見ること
1218,glance,チラリと見る
1219,gaze,見つめる
1220,float,を浮かべる / 浮く　漂う
1221,sink,沈む　崩れ落ちる / を沈める
1222,drift,漂う  移り変わる / 漂流物
1223,scratch,ひっかく　ひっかき傷
1224,tap,軽くたたく
1225,nod,うなずく
1226,yawn,あくび
1227,expert,熟練者　専門家 / 熟達した
1228,ratio,比率
1229,proportion,割合　部分　つりあい　比例
1230,virus,ウイルス　病原体
1231,infect,感染する
1232,rest,休み　残り / 休む
1233,entirely,全く
1234,absolute,完全な
1235,wonder,脅威　不思議 / 不思議に思う　～かと思う
1236,distant,遠い　冷ややかな
1237,remote,遠く離れた
1238,root,根　根拠　源 / を根付かせる
1239,middle,中央　中間
1240,vast,膨大な　広大な
1241,travel,旅行する　進む
1242,journey,旅行
1243,voyage,船旅　航海
1244,migration,移住
1245,immigration,移住
1246,mile,マイル
1247,road,道路
1248,route,道
1249,highway,幹線道路
1250,avenue,街路　おおどおり
1251,path,小道　跡 / を追跡する　を引きずる
1252,railroad,鉄道
1253,reach,に着く　に達する / 手を伸ばす
1254,weight,重量　重さ
1255,measure,対策　基準 / 測る　評価する
1256,greenhouse,温室
1257,gas,気体　ガソリン
1258,pump,くみ上げる　排出する / ポンプ
1259,atmosphere,雰囲気　大気
1260,mood,雰囲気　気分
1261,tone,音色　口調　傾向　色合い
1262,fuel,燃料
1263,acid,酸性
1264,carbon,炭素
1265,emission,放出量
1266,tropical,熱帯の
1267,rainforest,熱帯雨林
1268,trash,ゴミ
1269,garbage,生ゴミ
1270,illustrate,を説明する　に挿絵を入れる
1271,protest,抗議　主張 / に抗議する　を主張する
1272,inspire,を鼓舞する　を喚起する
1273,panic,大混乱　恐慌 / うろたえる
1274,per,～につき
1275,cent,セント
1276,supply,供給　必需品 / を供給する
1277,equipment,装備　備品
1278,shelf,棚
1279,empty,空になる / を空にする / 空の
1280,blank,空白の
1281,estimate,を見積もる　判断する / 見積もり
1282,assess,を評価する　を査定する
1283,judge,を判断する　を裁く / 裁判官
1284,account,説明する　原因となる　占める
1285,trade,貿易　商売 / 取引する
1286,exchange,を交換する / 交換
1287,population,人口　全住民
1288,merchant,商人 / 商業の
1289,impact,影響　衝撃　衝突
1290,climate,気候
1291,import,を輸入する / 輸入品
1292,transport,を輸送する / 乗り物　運搬
1293,export,輸出する
1294,vehicle,乗り物　伝達手段
1295,crop,作物　収穫高
1296,grain,穀物
1297,harvest,収穫 / を収穫する
1298,calorie,カロリー
1299,rope,なわ
1300,wire,針金　ケーブル
1301,chain,鎖　チェーン
1302,edge,刃　縁　端
1303,iron,鉄
1304,coal,石炭
1305,clay,粘土
1306,string,ひも　糸
1307,furniture,家具
1308,refrigerator,冷蔵庫
1309,respect,を尊敬する　を尊重する / 尊敬
1310,admire,を賞賛する　に感心する
1311,praise,を賞賛する / 賞賛
1312,discuss,話し合う　討議する
1313,conversation,会話
1314,panel,委員会
1315,studio,スタジオ　放送室
1316,settle,定住する　落ち着く / を解決する　を決める
1317,fix,を修理する　を固定する
1318,repair,を修理する / 修理
1319,refuse,を拒絶する / ゴミ
1320,deny,を否定する　を拒む
1321,beast,動物　獣
1322,beauty,美しさ　美人
1323,invite,を招待する
1324,burst,破裂
1325,explode,爆発する　急増する
1326,crack,割れ目　隙間 / 割れる
1327,shout,叫ぶ　大声で言う
1328,scream,金切り声
1329,exclaim,叫ぶ
1330,whisper,ささやく / ささやき
1331,replace,に取って代わる　を取り替える
1332,force,無理矢理させる / 力
1333,impose,を課す　を押しつける / つけ込む
1334,army,軍隊
1335,soldier,軍人　戦士
1336,draw,描く
1337,portray,を描く　を描写する
1338,drag,を引きずる / だらだらと続く
1339,recent,最近の
1340,interview,面接する
1341,recall,を思い出す　を呼び出す
1342,hesitate,ためらう
1343,dislike,を嫌う / 嫌悪
1344,hate,を憎む / 憎しみ
1345,concentrate,集中する　を集中させる
1346,meditation,瞑想　熟考
1347,abandon,を見捨てる　を諦める
1348,quit,をやめる
1349,desert,を捨てる / 砂漠 / 不毛の
1350,classic,傑作　古典 / 典型的な
1351,classify,を分類する
1352,rank,階級　地位　列 / 位置する
1353,status,地位　状態
1354,ladder,はしご　階段
1355,decision,決定　決心
1356,resolve,を解決する　決心する
1357,film,映画　フィルム
1358,return,を戻す　戻る / 返却
1359,glory,栄光
1360,pride,誇り　自尊心
1361,shame,恥　残念なこと
1362,pity,哀れみ　残念なこと / を気の毒に思う
1363,feed,養う / 食事をする
1364,theme,主題
1365,division,分割　分配　部門　割り算
1366,category,範疇　部類
1367,section,部分　区分
1368,profit,利益　利益を得る
1369,reputation,名声　評判
1370,fame,名声
1371,cancer,がん
1372,struggle,闘争　もがき / 苦闘する
1373,strive,努力する　戦う
1374,effort,努力
1375,condition,状況　状態　条件
1376,context,背景　前後関係
1377,temporary,一時的な
1378,extremely,非常に
1379,excessive,過度の
1380,via,を経由して　によって
1381,chat,おしゃべりする / おしゃべり
1382,online,オンラインの
1383,sorrow,悲しみ
1384,regret,後悔　残念
1385,apologize,謝る
1386,gift,贈り物　才能
1387,funeral,葬式
1388,air,空気　空中
1389,bill,請求書　法案　紙幣
1390,address,住所　挨拶
1391,row,列　こぐ
1392,provide,を提供する　養う　備える
1393,prompt,を刺激する / 即座の　機敏な
1394,participate,参加する
1395,locate,を探し出す　を設ける
1396,meet,に会う　を満たす
1397,exist,存在する　生存する
1398,prevail,普及する　打ち勝つ
1399,confess,白状する　認める
1400,site,敷地　跡地
1401,neighbor,隣人
1402,district,地域　地区
1403,realm,領域　分野
1404,territory,領土　範囲
1405,whenever,～するときはいつでも　いつ～しようとも
1406,remain,依然～のまま　～にとどまる / 残り
1407,archaeologist,考古学者
1408,unwilling,～する気はない　不本意な
1409,reluctant,気の進まない
1410,admit,認める
1411,fault,責任　欠陥　欠点
1412,character,特徴　性格　人物
1413,attribute,～のせいにする / 特質
1414,hardly,ほとんど～ない
1415,barely,かろうじて～する
1416,cheat,をだます
1417,sympathy,同情　共感
1418,advantage,利点　利益
1419,merit,長所　価値
1420,virtue,美徳　長所
1421,privilege,特権　名誉
1422,crime,犯罪
1423,court,法廷　裁判官
1424,pursuit,追跡　追求　仕事
1425,chase,追う / 追跡
1426,entertainment,娯楽　催し物　接待
1427,amusement,楽しみ　面白さ　娯楽
1428,attraction,魅力　呼び物
1429,sufficient,十分な
1430,adequate,十分な　適切な
1431,modest,謙虚な　控えめな
1432,subject,主題　科目 / 服従する
1433,text,本文　原文
1434,manuscript,原稿　写本
1435,source,源　原因　情報源
1436,capital,首都　資本　大文字
1437,quality,質　特性
1438,entitle,に資格を与える
1439,sheet,シーツ　一枚の紙
1440,desire,を望む / 欲望　要望
1441,ambition,熱望　野心
1442,appetite,食欲　欲求
1443,hunger,飢え　渇望
1444,economical,経済的な　倹約する
1445,luxury,贅沢品
1446,goods,商品
1447,commodity,商品　日用品
1448,convey,を伝える　を運ぶ
1449,shift,を変える 移る / 変化　移動
1450,transmit,を送る　を伝える　を伝染させる
1451,novel,小説 / 斬新な
1452,poem,詩
1453,bible,聖書　必読書
1454,incredible,信じられない　素晴らしい
1455,grant,を与える　を認める
1456,evolution,進化　発展
1457,craft,工芸　技術
1458,print,を印刷する　出版する / 印刷
1459,available,利用できる　手に入る
1460,author,著者　作者
1461,authority,権威　権限　当局
1462,council,議会　会議
1463,tool,道具　手段
1464,implement,道具　手段 / を実行する
1465,instrument,器具　楽器
1466,permanent,永久の
1467,leisure,暇　余暇
1468,electric,電気の
1469,hobby,趣味
1470,apart,離れて　個々に
1471,flat,平らな
1472,aside,わきに　離して
1473,prison,刑務所　拘置所
1474,steal,を盗む
1475,deprive,から奪う
1476,rob,から奪い取る
1477,murder,殺人
1478,trial,裁判　試み　試練
1479,justice,正義　公正　裁判官
1480,bully,をいじめる / いじめっ子
1481,thief,泥棒
1482,whatever,～することは何でも　何が～しようとも
1483,wherever,～するところはどこでも　どこへ～しようとも
1484,safety,安全
1485,secure,安全な　しっかりした
1486,danger,危機　脅威
1487,endangered,絶滅の危機
1488,threat,脅威　脅迫
1489,farming,農業
1490,peasant,小作農
1491,soil,土　土地
1492,mud,泥
1493,probably,おそらく　多分
1494,style,様式　型　文体
1495,agricultural,農業の
1496,license,を認可する / 免許
1497,present,出席して　現在の / 贈り物 / 提出する
1498,absence,不在　欠如
1499,drama,ドラマ　演劇
1500,comedy,喜劇
1501,heaven,天国
1502,wrap,を包む　を巻き付ける
1503,cosmetic,化粧の　美容の / 化粧品
1504,quantity,量　多量
1505,volume,容量　音量
1506,cost,費用　犠牲 / がかかる
1507,charge,を請求する　を告発する　を充電する
1508,pollution,汚染　公害
1509,agree,に同意する　賛成する　合う
1510,contract,契約する　縮める / 契約書
1511,approve,賛成する　承認する
1512,promise,約束する / 約束　見込み
1513,compromise,妥協する
1514,prise,値段　物価　代償
1515,pay,代金を支払う　割に合う　 / 給料
1516,fee,料金　謝礼
1517,salary,給料
1518,wage,賃金
1519,fare,運賃
1520,owe,に借金がある　に恩を受けている
1521,grocery,日用雑貨　食料品店
1522,prevent,を妨げる　を防ぐ
1523,reverse,を逆にする　を一変する / 逆の
1524,nutrition,栄養
1525,specialize,専門とする
1526,alternative,代わり　選択股/ 別の
1527,modify,を修正する
1528,convert,を変える
1529,transform,を変化させる
1530,melt,溶ける　和らぐ / を溶かす
1531,view,見解　眺め　視野 / を見る
1532,perspective,観点　遠近法　見通し
1533,landscape,風景
1534,scene,場面　光景　現場
1535,bit,少し
1536,tiny,とても小さい　ごくわずかの
1537,somewhat,いくぶん
1538,fairly,かなり　適切に
1539,diet,食事　国会 / ダイエットする
1540,parliament,議会　国会
1541,conduct,を行う　を指揮する　を案内する / 行為
1542,identify,の身元を確認する　を特定する
1543,component,要素　成分
1544,content,内容　目次 / 満足して
1545,ingredient,材料　成文
1546,roof,屋根
1547,lock,錠
1548,theater,劇場　映画館
1549,kindergarden,幼稚園
1550,pub,居酒屋
1551,smoke,煙　たばこ
1552,wheat,小麦
1553,protein,タンパク質
1554,recipe,調理法　秘訣
1555,raw,生の　加工されていない
1556,justify,を正当化する
1557,warmth,温かさ
1558,depth,深さ
1559,profound,重大な　深い
1560,shallow,浅い　浅はかな
1561,tremendous,ものすごい　すばらしい
1562,clinical,臨床の　病院の
1563,extract,抜粋　抽出物 / を抽出する
1564,withdraw,を引っ込める　を退かせる / 退く
1565,retire,退職する
1566,retreat,後退する　逃げる / 後退　撤退
1567,significant,重要な　かなりの　有意の
1568,represent,を表す　を代表する
1569,agent,代行業者　代理人
1570,introduce,を紹介する　を導入する
1571,contain,を含む　を収容する
1572,accommodate,を収容する　を宿泊させる
1573,private,個人の　内密の　民間の
1574,secret,秘密　秘訣 / 秘密の
1575,plot,筋　たくらみ　小区画
1576,therapy,治療　療法
1577,household,家事の / 家族
1578,lung,肺
1579,detect,を見抜く　を検出する
1580,examine,を調べる　を診察する
1581,check,を調べる　を阻止する / 検査　点検
1582,analyze,を分析する
1583,review,を見直す　を復習する　を批評する
1584,column,円柱　コラム
1585,trace,跡 / を追跡する　を見つけ出す
1586,confirm,を確かめる　を立証する
1587,firm,固い　断固とした / 会社
1588,damage,損害　損傷 / に損傷を与える
1589,wound,傷 / を傷つける
1590,executive,執行権のある　行政の / 幹部
1591,facial,顔の
1592,tongue,舌　言語
1593,stomach,胃　腹
1594,thumb,親指
1595,knee,膝
1596,deaf,耳が聞こえない
1597,waste,廃物の　不毛の / 浪費する / 廃棄物
1598,abuse,を乱用する　を虐待する / 乱用　虐待
1599,insult,を侮辱する / 侮辱
1600,stage,階段　舞台
1601,reward,報酬　褒美 / に報いる
1602,award,を授与する / 賞
1603,punish,を罰する
1604,penalty,罰
1605,capture,を捕らえる　を引きつける / 逮捕
1606,grab,をつかむ / つかむこと
1607,seize,をつかむ
1608,arrest,を逮捕する / 逮捕
1609,correct,正しい　適切な / を訂正する
1610,editor,編集者
1611,persist,固執する
1612,moreover,さらに
1613,average,平均的な / 平均
1614,maximum,最大限の
1615,minimum,最低限の
1616,reserve,蓄え　遠慮 / 保護区 / を予約する
1617,stock,蓄え　在庫　株式 / を貯蔵している
1618,store,を蓄える / 店
1619,last,長く　長持ちする / 最後の　この前の
1620,technology,科学技術
1621,global,世界的な　全体的な
1622,cheap,安い　安っぽい
1623,ground,地面　土地　根拠
1624,compel,～を強いる
1625,obligation,義務　恩義
1626,fossil,化石の
1627,prepare,準備する
1628,arrange,を手配する　の手はずを整える　を配列する
1629,negotiate,交渉する
1630,invest,投資する
1631,solar,太陽の
1632,nuclear,核の　原子力の
1633,wind,風　動向 / を巻く　曲がりくねって進む
1634,essentially,本質的に
1635,crucial,決定的な　必要不可欠の
1636,vital,不可欠な　生き生きした
1637,hydrogen,水素
1638,battery,電池
1639,abundant,豊富な
1640,element,要素　元素　基礎　自然の力
1641,universe,宇宙　全世界
1642,atom,原子
1643,molecule,分子
1644,steam,蒸気
1645,crystal,結晶　水晶
1646,cycle,周期　循環 / 自転車に乗る
1647,hybrid,交配種　混成物 / 混成の
1648,neglect,怠慢　軽視 / を軽視する　を怠る
1649,link,関連 / をつなぐ
1650,connect,をつなぐ　つながる
1651,attach,をつける　に愛着を持たせる
1652,hang,つるす
1653,brief,短時間の　簡潔な
1654,heal,治る　癒やす　癒える
1655,recover,回復する　を取り戻す
1656,rarely,滅多に～しない
1657,scarce,不足して
1658,seldom,滅多に～しない
1659,desperate,絶望的な　たまらない　深刻な　必死の
1660,outcome,結果
1661,outline,概略　輪郭 / の要点をいう
1662,output,生産高　出力
1663,faith,信頼　確信　信仰
1664,confidence,自信　信頼
1665,conviction,信念　自信　有罪判決
1666,shy,内気な
1667,potential,可能性のある　潜在的な　可能性　潜在力
1668,strength,強さ
1669,elderly,年配の
1670,reinforce,を強化する　を補強する
1671,community,地域社会
1672,epidemic,流行　伝染病
1673,altogether,完全に　全く　要するに　合計して
1674,cast,投げる　役を割り当てる / 配役
1675,cross,横切る / 十字路　混合物
1676,tip,先端　チップ
1677,bound,限界　跳躍 / 束縛された
1678,tear,を裂く　を引き剥がす
1679,resort,訴える / 行楽地
1680,bow,弓
1681,spell,期間 / をつづる
1682,log,記録する / 丸太
1683,declare,を宣言する　を明言する
1684,announce,を発表する
1685,planet,惑星　地球
1686,bat,コウモリ
1687,bee,ミツバチ　蜂
1688,ceiling,天井　上限
1689,seed,種 / まく
1690,flight,飛行
1691,laboratory,研究室
1692,institute,研究所　協会
1693,constitute,を構成する
1694,spot,点　場所 / を見つける
1695,precisely,正確に
1696,neat,きちんとした　的確な
1697,military,軍隊の / 軍隊
1698,device,装置　工夫
1699,earthquake,地震
1700,zone,地帯　区域
1701,mine,鉱山　地雷
1702,manipulate,を操る
1703,frame,枠　骨組み　体格 / を立案する
1704,trigger,を誘発する / 引き金　誘因
1705,dozen,ダース
1706,load,を積む / 積み荷
1707,pile,積み重ね / 積み重なる
1708,burden,重荷
1709,permit,を許す　を可能にする
1710,excellent,非常に優れた
1711,noble,気高い / 貴族
1712,lord,貴族　君主
1713,prominent,卓越した　目立った　突き出した
1714,system,組織　体系　方式
1715,democracy,民主主義
1716,devote,を捧げる
1717,loyalty,忠誠
1718,contribute,貢献する　寄付する　一因となる　提供する
1719,boil,沸騰させる　を煮る
1720,command,指揮　命令 / を見下ろす
1721,budget,予算　経費
1722,debt,借金
1723,tax,税金
1724,weapon,武器
1725,bomb,爆弾
1726,terrorism,テロ
1727,awful,恐ろしい ひどい
1728,badly,まずく　とても　ひどく
1729,geographical,地理的な　地理学の
1730,circle,円
1731,somebody,誰か　名のある人
1732,nobody,誰も～ない / 無名の人
1733,none,誰も～ない　どれも～ない
1734,anyway,とにかく　どうしても
1735,anymore,もはや～できない
1736,finish,終わる
